order_number,order_date,customer_name,channel,product_name,quantity,unit_price,revenue,cost,state,state_name,us_region,lat,lon,budget,total_cost,profit,profit_margin_pct,order_month_name,order_month_num,order_month
SO - 0003802,2014-03-10,Realpoint Corp,Wholesale,Product 25,9,877.7,7899.3,438.85,MA,Massachusetts,Northeast,42.35843,-71.05977,,3949.65,3949.65,50.0,March,3,2014-03
SO - 0004306,2014-03-10,Epic Group,Distributor,Product 4,7,2499.1,17493.7,1024.6309999999999,GA,Georgia,South,32.808840000000004,-83.69419,,7172.4169999999995,10321.283000000001,59.00000000000001,March,3,2014-03
SO - 0004457,2014-03-10,Divanoodle Ltd,Distributor,Product 8,6,1835.8,11014.8,1413.566,CO,Colorado,West,39.80832,-104.93387,,8481.396,2533.4039999999986,22.99999999999999,March,3,2014-03
SO - 0004875,2014-03-10,Twimbo Company,Wholesale,Product 20,11,268.0,2948.0,131.32,MA,Massachusetts,Northeast,42.33704,-71.20922,,1444.52,1503.48,51.0,March,3,2014-03
SO - 0006191,2014-03-10,Eire Corp,Wholesale,Product 25,9,1105.5,9949.5,807.015,WA,Washington,West,47.61038,-122.20068,,7263.135,2686.365,26.999999999999996,March,3,2014-03
SO - 0007439,2014-03-10,Janyx Group,Distributor,Product 11,5,3028.4,15142.0,1907.892,CA,California,West,34.13973,-118.03534,,9539.460000000001,5602.539999999999,36.99999999999999,March,3,2014-03
SO - 0007979,2014-03-10,H Ltd,Distributor,Product 24,7,6398.5,44789.5,4542.9349999999995,MI,Michigan,Midwest,42.96336,-85.66809,,31800.545,12988.955000000002,29.000000000000004,March,3,2014-03
SO - 0006208,2014-03-10,MEIJER Corp,Wholesale,Product 7,6,1152.4,6914.400000000001,576.2,IN,Indiana,Midwest,41.59337,-87.34643,,3457.2000000000003,3457.2000000000003,50.0,March,3,2014-03
SO - 0007002,2014-03-10,Zoonoodle Ltd,Wholesale,Product 14,11,958.1,10539.1,603.6030000000001,GA,Georgia,South,33.95219,-83.36715,,6639.633000000001,3899.4669999999996,36.99999999999999,March,3,2014-03
SO - 0009168,2014-03-10,Remedy Ltd,Wholesale,Product 14,12,1139.0,13668.0,569.5,KY,Kentucky,South,38.0498,-84.45855,,6834.0,6834.0,50.0,March,3,2014-03
SO - 0003344,2014-03-10,H Ltd,Distributor,Product 29,5,1098.8,5494.0,933.9799999999999,ID,Idaho,West,43.6135,-116.20345,,4669.9,824.1000000000004,15.000000000000007,March,3,2014-03
SO - 0003731,2014-03-10,Brightdog Corp,Export,Product 26,11,1005.0,11055.0,502.5,MS,Mississippi,South,32.31583,-90.21282,,5527.5,5527.5,50.0,March,3,2014-03
SO - 0004233,2014-03-10,Skippad Ltd,Wholesale,Product 19,11,3926.2000000000003,43188.200000000004,2630.5540000000005,MA,Massachusetts,Northeast,42.3876,-71.0995,,28936.094000000005,14252.106,32.99999999999999,March,3,2014-03
SO - 0005428,2014-03-10,Thoughtmix Ltd,Wholesale,Product 14,5,234.5,1172.5,189.94500000000002,CA,California,West,37.68187,-121.76801,,949.7250000000001,222.77499999999986,18.99999999999999,March,3,2014-03
SO - 0005769,2014-03-10,Rochester Group,Distributor,Product 29,7,924.6,6472.2,656.466,CT,Connecticut,Northeast,41.78232,-72.61203,,4595.262,1876.938,29.000000000000004,March,3,2014-03
SO - 0007757,2014-03-10,WOCKHARDT Group,Wholesale,Product 26,12,5406.900000000001,64882.8,4325.52,IA,Iowa,Midwest,42.49276,-92.34296,,51906.240000000005,12976.559999999998,19.999999999999996,March,3,2014-03
SO - 000410,2014-03-10,Accord Group,Wholesale,Product 26,11,3966.4,43630.4,2340.176,MI,Michigan,Midwest,42.65837,-83.14993,,25741.935999999998,17888.464000000004,41.00000000000001,March,3,2014-03
SO - 000889,2014-03-10,Browsetype Corp,Wholesale,Product 25,10,3865.9,38659.0,1739.655,MA,Massachusetts,Northeast,42.27926,-71.41617,,17396.55,21262.45,55.00000000000001,March,3,2014-03
SO - 0002841,2014-03-10,Livepath Corp,Export,Product 10,12,710.2,8522.400000000001,419.01800000000003,MA,Massachusetts,Northeast,42.4251,-71.06616,,5028.216,3494.184000000001,41.00000000000001,March,3,2014-03
SO - 0002965,2014-03-10,Vimbo Company,Wholesale,Product 18,6,167.5,1005.0,110.55000000000001,UT,Utah,West,40.56217,-111.92966,,663.3000000000001,341.69999999999993,33.99999999999999,March,3,2014-03
SO - 0004150,2014-03-10,Topiczoom Corp,Export,Product 25,11,3872.6,42598.6,2826.998,NY,New York,Northeast,43.04812,-76.14742,,31096.978,11501.622,27.0,March,3,2014-03
SO - 0004987,2014-03-10,Tagfeed Ltd,Wholesale,Product 2,12,5226.0,62712.0,3240.12,NY,New York,Northeast,40.91149,-73.78235,,38881.44,23830.559999999998,37.99999999999999,March,3,2014-03
SO - 0005506,2014-03-10,Realcube Company,Distributor,Product 26,6,1701.8,10210.8,816.8639999999999,CA,California,West,33.83529,-117.9145,,4901.183999999999,5309.616,52.0,March,3,2014-03
SO - 0006394,2014-03-10,CARDINAL Group,Export,Product 4,6,201.0,1206.0,82.41,ID,Idaho,West,43.54072,-116.56346,,494.46,711.54,59.0,March,3,2014-03
SO - 0008612,2014-03-10,SUPERVALU Ltd,Export,Product 25,10,1031.8,10318.0,453.99199999999996,VA,Virginia,South,37.41375,-79.14225,,4539.92,5778.08,55.99999999999999,March,3,2014-03
SO - 000684,2014-03-10,Skidoo Company,Wholesale,Product 6,8,857.6,6860.8,591.7439999999999,TX,Texas,South,32.51934,-94.76459,,4733.951999999999,2126.848000000001,31.00000000000001,March,3,2014-03
SO - 0002057,2014-03-10,State Ltd,Distributor,Product 15,12,3919.5,47034.0,1567.8000000000002,OR,Oregon,West,42.32652,-122.87559,,18813.600000000002,28220.399999999998,60.0,March,3,2014-03
SO - 0004252,2014-03-10,Nlounge Ltd,Export,Product 18,10,1005.0,10050.0,683.4000000000001,NM,New Mexico,West,32.31232,-106.77834,,6834.000000000001,3215.999999999999,31.99999999999999,March,3,2014-03
SO - 0007183,2014-03-10,Wordpedia Ltd,Distributor,Product 13,9,268.0,2412.0,222.44,CA,California,West,37.49466,-120.84659,,2001.96,410.03999999999996,17.0,March,3,2014-03
SO - 0007868,2014-03-10,Wordpedia Ltd,Distributor,Product 3,9,850.9,7658.099999999999,433.959,MI,Michigan,Midwest,42.65837,-83.14993,,3905.631,3752.4689999999996,49.0,March,3,2014-03
SO - 0009568,2014-03-10,Voolia Ltd,Wholesale,Product 3,7,5654.8,39583.6,3110.1400000000003,MA,Massachusetts,Northeast,42.08343,-71.01838,,21770.980000000003,17812.619999999995,44.99999999999999,March,3,2014-03
SO - 0009412,2014-03-10,ALK-Abello Ltd,Wholesale,Product 4,10,1715.2,17152.0,1457.92,DC,District of Columbia,South,38.9041,-77.01723,,14579.2,2572.7999999999993,14.999999999999996,March,3,2014-03
SO - 0010289,2014-03-10,Topiczoom Corp,Wholesale,Product 2,7,837.5,5862.5,695.125,MI,Michigan,Midwest,42.29171,-85.58723,,4865.875,996.625,17.0,March,3,2014-03
SO - 0001296,2014-03-10,Fivebridge Ltd,Wholesale,Product 3,6,6056.8,36340.8,2907.264,IN,Indiana,Midwest,41.64717,-86.13333,,17443.584000000003,18897.216,52.0,March,3,2014-03
SO - 0003322,2014-03-10,Gigabox Group,Wholesale,Product 4,7,5272.900000000001,36910.3,4165.591,TX,Texas,South,33.0379,-97.11287,,29159.137000000002,7751.1630000000005,21.0,March,3,2014-03
SO - 0005014,2014-03-10,Zoomzone Corp,Wholesale,Product 24,9,716.9,6452.099999999999,336.943,GA,Georgia,South,32.08354,-81.09983,,3032.487,3419.6129999999994,52.99999999999999,March,3,2014-03
SO - 0005582,2014-03-10,MEIJER Corp,Wholesale,Product 3,7,2539.3,17775.100000000002,1625.152,CT,Connecticut,Northeast,41.76593,-72.68158,,11376.064,6399.036000000002,36.00000000000001,March,3,2014-03
SO - 0006910,2014-03-10,Talane Group,Wholesale,Product 16,12,1005.0,12060.0,824.0999999999999,WY,Wyoming,West,42.86663,-106.31308,,9889.199999999999,2170.800000000001,18.00000000000001,March,3,2014-03
SO - 0008872,2014-03-10,Skajo Ltd,Export,Product 26,8,2479.0,19832.0,1735.3,CA,California,West,38.58046,-121.53023,,13882.4,5949.6,30.000000000000004,March,3,2014-03
SO - 0008524,2014-03-10,Colgate-Pa Group,Distributor,Product 8,10,676.7,6767.0,514.292,CA,California,West,33.87224,-117.87034,,5142.92,1624.08,24.0,March,3,2014-03
SO - 000150,2014-03-11,Zoonder Group,Wholesale,Product 18,5,3638.1,18190.5,1455.24,NY,New York,Northeast,40.85745,-72.95984,,7276.2,10914.3,60.0,March,3,2014-03
SO - 0001059,2014-03-11,Jaxbean Group,Wholesale,Product 19,11,167.5,1842.5,123.95,CT,Connecticut,Northeast,41.39733,-72.92223,,1363.45,479.04999999999995,25.999999999999996,March,3,2014-03
SO - 0004480,2014-03-11,Voolia Ltd,Wholesale,Product 15,7,3946.3,27624.100000000002,2920.262,MI,Michigan,Midwest,42.71434,-84.55928,,20441.834000000003,7182.266,25.999999999999996,March,3,2014-03
SO - 0006580,2014-03-11,Eire Corp,Distributor,Product 17,8,2881.0,23048.0,2189.56,PA,Pennsylvania,Northeast,40.60843,-75.49018,,17516.48,5531.52,24.000000000000004,March,3,2014-03
SO - 000472,2014-03-11,NARS Group,Wholesale,Product 13,12,1768.8,21225.6,831.3359999999999,MD,Maryland,South,38.94278,-76.73028,,9976.032,11249.568,53.0,March,3,2014-03
SO - 0002110,2014-03-11,Geiss Company,Wholesale,Product 26,11,978.2,10760.2,743.432,IN,Indiana,Midwest,41.58337,-87.50004,,8177.752,2582.4480000000003,24.000000000000004,March,3,2014-03
SO - 0003159,2014-03-11,Wordpedia Ltd,Distributor,Product 26,11,3363.4,36997.4,2657.0860000000002,UT,Utah,West,40.39162,-111.85077,,29227.946000000004,7769.453999999998,20.999999999999993,March,3,2014-03
SO - 0004522,2014-03-11,Pfizer Corp,Wholesale,Product 7,12,1051.9,12622.800000000001,452.317,UT,Utah,West,40.69161,-112.00105,,5427.804,7194.996000000001,57.00000000000001,March,3,2014-03
SO - 0005202,2014-03-11,Aibox Company,Distributor,Product 13,8,5681.6,45452.8,2727.168,CA,California,West,33.9164,-118.35257,,21817.344,23635.456000000002,52.0,March,3,2014-03
SO - 000751,2014-03-11,Accudial Company,Export,Product 29,5,3242.8,16214.0,1459.2600000000002,IN,Indiana,Midwest,37.97476,-87.55585,,7296.300000000001,8917.699999999999,54.99999999999999,March,3,2014-03
SO - 000759,2014-03-11,Skidoo Company,Wholesale,Product 25,10,984.9,9849.0,541.695,IL,Illinois,Midwest,42.25884,-89.06455,,5416.950000000001,4432.049999999999,44.99999999999999,March,3,2014-03
SO - 000950,2014-03-11,Blogspan Ltd,Distributor,Product 16,7,830.8000000000001,5815.6,515.096,CA,California,West,33.93029,-118.21146,,3605.672,2209.9280000000003,38.00000000000001,March,3,2014-03
SO - 0004425,2014-03-11,EMD Group,Distributor,Product 26,5,904.5,4522.5,470.34000000000003,MA,Massachusetts,Northeast,42.20668,-70.94585000000001,,2351.7000000000003,2170.7999999999997,47.99999999999999,March,3,2014-03
SO - 0005577,2014-03-11,Family Corp,Wholesale,Product 18,10,2351.7000000000003,23517.000000000004,1293.4350000000002,FL,Florida,South,28.11873,-81.47923,,12934.350000000002,10582.650000000001,45.0,March,3,2014-03
SO - 0005911,2014-03-11,Zoovu Corp,Wholesale,Product 14,9,1855.9,16703.100000000002,965.0680000000001,IL,Illinois,Midwest,42.28417,-87.94521,,8685.612000000001,8017.488000000001,48.0,March,3,2014-03
SO - 0007220,2014-03-11,BTA Corp,Distributor,Product 15,6,2639.8,15838.800000000001,1768.6660000000002,TX,Texas,South,33.04655,-96.98183,,10611.996000000001,5226.804,32.99999999999999,March,3,2014-03
SO - 0010116,2014-03-11,Topco Company,Export,Product 23,11,2659.9,29258.9,1861.9299999999998,IL,Illinois,Midwest,42.02803,-88.20364,,20481.23,8777.670000000002,30.000000000000004,March,3,2014-03
SO - 0001592,2014-03-11,Aimbo Corp,Wholesale,Product 21,7,3061.9,21433.3,2051.473,IN,Indiana,Midwest,39.96548,-86.14837,,14360.311,7072.989,33.0,March,3,2014-03
SO - 0003416,2014-03-11,Aveda Group,Wholesale,Product 18,10,3926.2000000000003,39262.0,3258.746,CA,California,West,38.24936,-122.03997,,32587.46,6674.540000000001,17.0,March,3,2014-03
SO - 0004130,2014-03-11,Browsetype Corp,Export,Product 4,11,1299.8,14297.8,1013.844,TX,Texas,South,29.75937,-94.96296,,11152.284,3145.5159999999996,21.999999999999996,March,3,2014-03
SO - 0005567,2014-03-11,CARDINAL Group,Wholesale,Product 8,11,1011.7,11128.7,708.1899999999999,TX,Texas,South,31.09823,-97.34278,,7790.089999999999,3338.6100000000015,30.00000000000001,March,3,2014-03
SO - 0005915,2014-03-11,State Ltd,Wholesale,Product 9,10,3886.0,38860.0,1748.7,WA,Washington,West,46.28569,-119.28446,,17487.0,21373.0,55.00000000000001,March,3,2014-03
SO - 0007043,2014-03-11,Army Group,Distributor,Product 25,10,1132.3,11323.0,826.579,SC,South Carolina,South,32.91782,-80.06503,,8265.789999999999,3057.210000000001,27.000000000000007,March,3,2014-03
SO - 0007484,2014-03-11,Zooveo Company,Distributor,Product 18,7,1239.5,8676.5,842.86,CA,California,West,34.13612,-117.86534,,5900.02,2776.4799999999996,31.999999999999996,March,3,2014-03
SO - 0008865,2014-03-11,Kare Corp,Wholesale,Product 1,7,2874.3,20120.100000000002,1667.094,VA,Virginia,South,37.41375,-79.14225,,11669.658,8450.442000000003,42.00000000000001,March,3,2014-03
SO - 0002208,2014-03-11,Kaymbo Company,Wholesale,Product 13,8,2525.9,20207.2,1161.914,WI,Wisconsin,Midwest,42.68279,-89.01872,,9295.312,10911.888,54.0,March,3,2014-03
SO - 0002803,2014-03-11,Voolith Ltd,Wholesale,Product 3,7,1862.6000000000001,13038.2,1434.2020000000002,NY,New York,Northeast,40.66347,-73.9387,,10039.414,2998.786,23.0,March,3,2014-03
SO - 0006275,2014-03-11,Eire Corp,Wholesale,Product 15,9,3805.6,34250.4,1598.3519999999999,NY,New York,Northeast,43.1787,-76.19211,,14385.167999999998,19865.232000000004,58.00000000000001,March,3,2014-03
SO - 0007835,2014-03-11,NCS Group,Export,Product 3,11,2619.7000000000003,28816.700000000004,1231.259,CA,California,West,33.87029,-117.92534,,13543.849,15272.851000000004,53.0,March,3,2014-03
SO - 0009847,2014-03-11,CARDINAL Group,Distributor,Product 6,11,2492.4,27416.4,1246.2,MD,Maryland,South,39.16261,-76.62469,,13708.2,13708.2,50.0,March,3,2014-03
SO - 0001209,2014-03-11,Eidel Corp,Wholesale,Product 5,12,174.20000000000002,2090.4,114.97200000000002,CA,California,West,37.90631,-122.06496,,1379.6640000000002,710.7359999999999,33.99999999999999,March,3,2014-03
SO - 0003382,2014-03-11,Z.H.T. Group,Wholesale,Product 14,12,1038.5,12462.0,778.875,VA,Virginia,South,37.55376,-77.46026,,9346.5,3115.5,25.0,March,3,2014-03
SO - 0003870,2014-03-11,Buzzshare Company,Export,Product 29,12,194.3,2331.6000000000004,122.409,WA,Washington,West,47.30377,-122.21,,1468.9080000000001,862.6920000000002,37.00000000000001,March,3,2014-03
SO - 0010250,2014-03-11,SAFEWAY Ltd,Wholesale,Product 25,12,1139.0,13668.0,728.96,NJ,New Jersey,Northeast,40.85964,-74.42335,,8747.52,4920.48,36.0,March,3,2014-03
SO - 0009913,2014-03-11,Browsebug Company,Wholesale,Product 2,8,1681.7,13453.6,706.314,TX,Texas,South,29.78664,-95.3909,,5650.512,7803.088000000001,58.00000000000001,March,3,2014-03
SO - 0010007,2014-03-11,Rhynoodle Ltd,Distributor,Product 4,7,978.2,6847.400000000001,430.408,AR,Arkansas,South,35.8423,-90.70428,,3012.856,3834.5440000000003,56.00000000000001,March,3,2014-03
SO - 0010454,2014-03-11,Nexus Group,Wholesale,Product 18,5,1118.9,5594.5,794.419,OH,Ohio,Midwest,39.75895,-84.19161,,3972.095,1622.4050000000002,29.000000000000004,March,3,2014-03
SO - 0002017,2014-03-12,Vinte Group,Wholesale,Product 19,9,1031.8,9286.199999999999,412.72,IN,Indiana,Midwest,39.8716,-86.01156,,3714.4800000000005,5571.719999999998,59.999999999999986,March,3,2014-03
SO - 0002995,2014-03-12,Shuffledri Group,Distributor,Product 13,10,1936.3,19363.0,929.424,VA,Virginia,South,36.72821,-76.58356,,9294.24,10068.76,52.0,March,3,2014-03
SO - 0005244,2014-03-12,Tagfeed Ltd,Wholesale,Product 18,10,1038.5,10385.0,737.3349999999999,NJ,New Jersey,Northeast,40.21705,-74.74294,,7373.349999999999,3011.6500000000005,29.000000000000004,March,3,2014-03
SO - 0006516,2014-03-12,WOCKHARDT Group,Distributor,Product 2,6,1956.4,11738.400000000001,1447.736,CO,Colorado,West,38.83388,-104.82136,,8686.416000000001,3051.9840000000004,26.0,March,3,2014-03
SO - 0007195,2014-03-12,NARS Group,Export,Product 3,6,864.3000000000001,5185.8,726.0120000000001,NY,New York,Northeast,43.1009,-75.23266,,4356.072,829.7280000000001,16.0,March,3,2014-03
SO - 0007423,2014-03-12,Blogspan Ltd,Distributor,Product 8,7,857.6,6003.2,445.95200000000006,LA,Louisiana,South,29.99409,-90.24174,,3121.664,2881.5359999999996,47.99999999999999,March,3,2014-03
SO - 0007613,2014-03-12,Aveda Group,Distributor,Product 8,6,268.0,1608.0,152.76,AR,Arkansas,South,36.33202,-94.11854,,916.56,691.44,43.00000000000001,March,3,2014-03
SO - 0009472,2014-03-12,Camido Company,Wholesale,Product 14,7,3979.8,27858.600000000002,3144.0420000000004,IN,Indiana,Midwest,39.96548,-86.14837,,22008.294,5850.3060000000005,21.0,March,3,2014-03
SO - 0001001,2014-03-12,CLINIQUE Ltd,Export,Product 4,8,174.20000000000002,1393.6000000000001,101.036,OK,Oklahoma,South,36.03653,-95.781,,808.288,585.3120000000001,42.00000000000001,March,3,2014-03
SO - 0002072,2014-03-12,Talane Group,Wholesale,Product 2,12,2519.2000000000003,30230.4,1713.0560000000003,ID,Idaho,West,43.54072,-116.56346,,20556.672000000002,9673.728,31.999999999999996,March,3,2014-03
SO - 0002759,2014-03-12,Avavee Group,Export,Product 26,12,3939.6,47275.2,3072.888,UT,Utah,West,41.223,-111.97383,,36874.656,10400.543999999994,21.99999999999999,March,3,2014-03
SO - 0003015,2014-03-12,Dynazzy Company,Export,Product 1,12,2613.0,31356.0,1802.9699999999998,MA,Massachusetts,Northeast,42.3876,-71.0995,,21635.64,9720.36,31.0,March,3,2014-03
SO - 0005359,2014-03-12,Eayo Company,Distributor,Product 24,6,1762.1000000000001,10572.6,1427.3010000000002,FL,Florida,South,25.46872,-80.47756,,8563.806,2008.7939999999999,18.999999999999996,March,3,2014-03
SO - 0006641,2014-03-12,Ascend Ltd,Wholesale,Product 21,6,2847.5,17085.0,2021.725,TX,Texas,South,33.0379,-97.11287,,12130.349999999999,4954.6500000000015,29.00000000000001,March,3,2014-03
SO - 0007212,2014-03-12,Voolia Ltd,Export,Product 4,5,5708.400000000001,28542.000000000004,2283.36,NC,North Carolina,South,34.22573,-77.94471,,11416.800000000001,17125.200000000004,60.00000000000001,March,3,2014-03
SO - 0007223,2014-03-12,Unit Ltd,Distributor,Product 19,9,2539.3,22853.7,1472.794,TX,Texas,South,30.17256,-95.50981,,13255.146,9598.554,42.0,March,3,2014-03
SO - 0009960,2014-03-12,Rooxo Company,Export,Product 25,8,3986.5,31892.0,2152.71,NY,New York,Northeast,40.63396,-73.6091,,17221.68,14670.32,46.0,March,3,2014-03
SO - 0009281,2014-03-12,Mylan Corp,Wholesale,Product 26,12,2512.5,30150.0,1231.125,CA,California,West,37.9577,-121.29078,,14773.5,15376.5,51.0,March,3,2014-03
SO - 000174,2014-03-12,Vitz Company,Distributor,Product 4,10,2659.9,26599.0,2154.5190000000002,AR,Arkansas,South,35.8423,-90.70428,,21545.190000000002,5053.809999999998,18.999999999999993,March,3,2014-03
SO - 0001778,2014-03-12,Pacific Ltd,Wholesale,Product 27,10,884.4,8844.0,610.236,CT,Connecticut,Northeast,41.07986,-73.54603,,6102.36,2741.6400000000003,31.000000000000007,March,3,2014-03
SO - 0001945,2014-03-12,Actavis Company,Export,Product 25,12,5480.6,65767.20000000001,3014.3300000000004,SC,South Carolina,South,32.91782,-80.06503,,36171.96000000001,29595.240000000005,45.0,March,3,2014-03
SO - 0002334,2014-03-12,Linklinks Ltd,Wholesale,Product 13,7,3939.6,27577.2,2481.948,NY,New York,Northeast,43.04812,-76.14742,,17373.636,10203.564000000002,37.00000000000001,March,3,2014-03
SO - 0005580,2014-03-12,Gabvine Ltd,Distributor,Product 29,6,187.6,1125.6,76.916,WA,Washington,West,46.23958,-119.10057,,461.496,664.1039999999999,59.0,March,3,2014-03
SO - 0006666,2014-03-12,Janyx Group,Wholesale,Product 13,8,3886.0,31088.0,2215.02,MN,Minnesota,Midwest,44.64969,-93.24272,,17720.16,13367.84,43.0,March,3,2014-03
SO - 0001386,2014-03-12,Sanum-Kehl Group,Distributor,Product 6,10,1045.2,10452.0,637.572,FL,Florida,South,25.77427,-80.19366,,6375.72,4076.2799999999997,38.99999999999999,March,3,2014-03
SO - 0002472,2014-03-12,Oba Company,Wholesale,Product 5,6,5179.1,31074.600000000002,4246.862,WI,Wisconsin,Midwest,42.58474,-87.82119,,25481.172,5593.4280000000035,18.00000000000001,March,3,2014-03
SO - 0003902,2014-03-12,Cogilith Group,Export,Product 4,8,1916.2,15329.6,1379.664,ND,North Dakota,Midwest,47.92526,-97.03285,,11037.312,4292.2880000000005,28.000000000000004,March,3,2014-03
SO - 0009816,2014-03-12,Revitol Company,Wholesale,Product 14,12,3664.9,43978.8,2198.94,NJ,New Jersey,Northeast,40.06177,-74.10956,,26387.28,17591.520000000004,40.00000000000001,March,3,2014-03
SO - 0010191,2014-03-12,American Corp,Distributor,Product 19,9,891.1,8019.900000000001,436.639,TX,Texas,South,31.88378,-102.34106,,3929.751,4090.1490000000003,51.0,March,3,2014-03
SO - 000453,2014-03-12,Skyble Corp,Distributor,Product 26,5,2458.9,12294.5,2090.065,CA,California,West,38.75212,-121.28801,,10450.325,1844.1749999999993,14.999999999999995,March,3,2014-03
SO - 0004435,2014-03-12,Skyvu Group,Distributor,Product 1,11,1098.8,12086.8,571.376,IN,Indiana,Midwest,39.8716,-86.01156,,6285.1359999999995,5801.664,48.0,March,3,2014-03
SO - 0005088,2014-03-12,Walgreen Corp,Wholesale,Product 27,6,1125.6000000000001,6753.6,596.5680000000001,GA,Georgia,South,34.02893,-84.19858,,3579.4080000000004,3174.192,47.0,March,3,2014-03
SO - 0006266,2014-03-12,Yombu Corp,Wholesale,Product 14,9,857.6,7718.400000000001,728.96,NC,North Carolina,South,34.22573,-77.94471,,6560.64,1157.7600000000002,15.000000000000002,March,3,2014-03
SO - 0007547,2014-03-12,Skinder Group,Wholesale,Product 2,5,221.1,1105.5,101.706,NY,New York,Northeast,42.91002,-78.74182,,508.53000000000003,596.97,54.0,March,3,2014-03
SO - 0008225,2014-03-12,Gabvine Ltd,Export,Product 9,9,1018.4,9165.6,407.36,IL,Illinois,Midwest,42.10987,-87.94458,,3666.2400000000002,5499.360000000001,60.00000000000001,March,3,2014-03
SO - 0008486,2014-03-12,Shuffledri Group,Distributor,Product 8,5,1072.0,5360.0,761.12,MS,Mississippi,South,30.36742,-89.09282,,3805.6,1554.4,29.000000000000004,March,3,2014-03
SO - 0003846,2014-03-12,Linklinks Ltd,Distributor,Product 3,10,958.1,9581.0,488.63100000000003,IL,Illinois,Midwest,42.25884,-89.06455,,4886.31,4694.69,48.99999999999999,March,3,2014-03
SO - 0005263,2014-03-12,Bath Group,Wholesale,Product 2,6,1943.0,11658.0,1515.54,NJ,New Jersey,Northeast,40.48622,-74.45182,,9093.24,2564.76,22.000000000000004,March,3,2014-03
SO - 0006564,2014-03-12,Snaptags Ltd,Wholesale,Product 20,7,2626.4,18384.8,1339.4640000000002,TX,Texas,South,26.20341,-98.23001,,9376.248000000001,9008.551999999998,48.999999999999986,March,3,2014-03
SO - 0008039,2014-03-12,Vinte Group,Export,Product 16,12,837.5,10050.0,711.875,NC,North Carolina,South,36.09986,-80.24422,,8542.5,1507.5,15.0,March,3,2014-03
SO - 0008501,2014-03-12,Unit Ltd,Wholesale,Product 27,7,2525.9,17681.3,1338.727,NJ,New Jersey,Northeast,39.79219,-75.03606,,9371.089,8310.211,47.0,March,3,2014-03
SO - 0009958,2014-03-12,Cadila Ltd,Wholesale,Product 26,8,2358.4,18867.2,1108.448,FL,Florida,South,28.07807,-82.76371,,8867.584,9999.616,53.0,March,3,2014-03
SO - 0001321,2014-03-13,Avavee Group,Wholesale,Product 21,6,2412.0,14472.0,2001.9599999999998,DC,District of Columbia,South,38.9041,-77.01723,,12011.759999999998,2460.2400000000016,17.00000000000001,March,3,2014-03
SO - 0006677,2014-03-13,Kazu Corp,Wholesale,Product 26,9,958.1,8622.9,699.413,AZ,Arizona,West,33.42227,-111.82264,,6294.717000000001,2328.182999999999,26.99999999999999,March,3,2014-03
SO - 0008842,2014-03-13,Cogilith Group,Wholesale,Product 13,8,2485.7000000000003,19885.600000000002,2063.1310000000003,IL,Illinois,Midwest,40.4842,-88.99369,,16505.048000000003,3380.5519999999997,16.999999999999996,March,3,2014-03
SO - 0002322,2014-03-13,Cogidoo Company,Wholesale,Product 4,11,6505.7,71562.7,3578.135,CA,California,West,37.68187,-121.76801,,39359.485,32203.214999999997,44.99999999999999,March,3,2014-03
SO - 0003419,2014-03-13,Kare Corp,Export,Product 2,10,1098.8,10988.0,637.304,IL,Illinois,Midwest,39.8463,-88.95822,,6373.04,4614.96,42.0,March,3,2014-03
SO - 0008879,2014-03-13,Cantrell Company,Wholesale,Product 7,10,710.2,7102.0,497.14,GA,Georgia,South,33.92427,-84.37854,,4971.4,2130.6000000000004,30.000000000000004,March,3,2014-03
SO - 0008148,2014-03-13,Zoomzone Corp,Wholesale,Product 24,9,716.9,6452.099999999999,336.943,IL,Illinois,Midwest,41.51529,-87.73338,,3032.487,3419.6129999999994,52.99999999999999,March,3,2014-03
SO - 0008197,2014-03-13,Realcube Company,Export,Product 4,8,931.3000000000001,7450.400000000001,726.4140000000001,AR,Arkansas,South,35.0887,-92.4421,,5811.312000000001,1639.0879999999997,21.999999999999993,March,3,2014-03
SO - 0009383,2014-03-13,Realpoint Corp,Distributor,Product 10,7,1728.6000000000001,12100.2,1071.732,OK,Oklahoma,South,35.46708,-97.51366,,7502.124,4598.076000000001,38.00000000000001,March,3,2014-03
SO - 0008381,2014-03-13,Topiczoom Corp,Wholesale,Product 13,12,1728.6000000000001,20743.2,1019.874,CA,California,West,33.49364,-117.14836,,12238.488000000001,8504.712,41.0,March,3,2014-03
SO - 000314,2014-03-13,Rochester Group,Wholesale,Product 23,6,1145.7,6874.200000000001,538.479,CA,California,West,33.6603,-117.99923,,3230.8740000000003,3643.3260000000005,53.0,March,3,2014-03
SO - 000869,2014-03-13,Mycone Ltd,Wholesale,Product 1,6,2666.6,15999.599999999999,1253.302,OR,Oregon,West,44.92371,-123.02319,,7519.812,8479.787999999999,52.99999999999999,March,3,2014-03
SO - 0003282,2014-03-13,Camido Company,Wholesale,Product 1,10,3825.7000000000003,38257.0,1912.8500000000001,FL,Florida,South,26.23786,-80.12477,,19128.5,19128.5,50.0,March,3,2014-03
SO - 0006975,2014-03-13,Geiss Company,Wholesale,Product 17,12,683.4,8200.8,492.04799999999994,AR,Arkansas,South,35.8423,-90.70428,,5904.575999999999,2296.224,28.000000000000004,March,3,2014-03
